Int_no,Rue_1,Rue_2,Arrondissement,X,Y,long,lat
199,Desmarchais,Laurendeau,Sud-Ouest,297872.55,5035066.79,-73.5885729625047,45.4554964064812
200,Dante,Saint-Laurent,Rosemont - Petite-Patrie,295900.91,5043647.58,-73.6139375001809,45.5326876868237
201,Drake,Église,Sud-Ouest,298413.75,5035947.47,-73.5816647363324,45.4634263526947
202,Drake,Jolicoeur,Sud-Ouest,298368.67,5035239.05,-73.5822319331426,45.4570512297454
203,Eadie,Église,Sud-Ouest,297765.38,5035987.15,-73.5899563830621,45.4637771840124
204,Église,Hadley,Sud-Ouest,297579.27,5035998.7,-73.5923364624967,45.4638792174503
205,Église,Laurendeau,Sud-Ouest,297929.49,5035977.01,-73.5878576596976,45.4636875727985
206,Église,La Vérendrye,Sud-Ouest,298465.42,5035945.38,-73.5810039753746,45.4634080163301
207,Église,Saint-Patrick,Sud-Ouest,297350.68,5036085.01,-73.5952609047691,45.4646534758576
208,Galt,La Vérendrye,Sud-Ouest,298463.83,5035847.37,-73.5810230443009,45.4625260604289
209,Jacques-Hertel,Laurendeau,Sud-Ouest,297898.59,5035494.06,-73.5882460176794,45.4593414497345
210,Jolicoeur,Laurendeau,Sud-Ouest,297883.24,5035262.08,-73.5884390294281,45.4572538281506
211,Jolicoeur,La Vérendrye,Sud-Ouest,298458.63,5035234.2,-73.5810816299463,45.4570084093133
212,Laurendeau,Le Caron,Sud-Ouest,297916.69,5035782.26,-73.5880186143934,45.4619349921683
213,La Vérendrye,Parc Angrignon,Sud-Ouest,297277.63,5033504.31,-73.5961555859482,45.441430272634
214,La Vérendrye,Pont Stephens,Sud-Ouest,297681.94,5034123.57,-73.5909964103993,45.4470069247737
216,La Vérendrye,Woodland,Sud-Ouest,298263.27,5034818.15,-73.5835739969697,45.4532627844702
217,Monk,Saint-Patrick,Sud-Ouest,297163.09,5035882.51,-73.597656630949,45.4628292580483
218,Atwater,Delisle,Sud-Ouest,298646.76,5038060.43,-73.5787115660615,45.4824418499443
219,Atwater,Notre-Dame,Sud-Ouest,298703.82,5037925.76,-73.577979989776,45.4812305285678
220,Atwater,Saint-Antoine,Sud-Ouest,298493.42,5038407.82,-73.5806775342064,45.485566453543
221,Atwater,Saint-Jacques,Sud-Ouest,298581.42,5038212.55,-73.579549313734,45.4838101156331
222,Atwater,Duvernay/Atwater stationnement,Sud-Ouest,298757.62,5037858,-73.5772909678121,45.4806212608455
223,Fullum (Chute à neige),Notre-Dame,Ville-Marie,301250.66,5042928.5,-73.5454380053728,45.526264909985
224,Côte-Saint-Paul,Notre-Dame,Sud-Ouest,297502.78,5036604.17,-73.5933235813923,45.4693267298268
225,Courcelle,Notre-Dame,Sud-Ouest,297859.79,5036983.13,-73.5887631663941,45.4727404289988
226,Courcelle,Saint-Antoine/Saint-Jacques,Sud-Ouest,297453.6,5037254,-73.5939622560247,45.4751736879602
227,Couvent,Saint-Antoine,Sud-Ouest,297943.12,5037745.68,-73.5877080465238,45.4796030295573
228,Couvent,Saint-Jacques,Sud-Ouest,298151.58,5037603.54,-73.5850396621168,45.4783260049329
229,Louis-Hippolyte-La Fontaine,Maurice-Duplessis côté Est,Rivières-des-Prairies - Pointe-aux-Trembles,296701.78,5053664.5,-73.6038497780355,45.6228326775369
230,Notre-Dame,Sir-Georges-Étienne-Cartier,Sud-Ouest,297947.8,5037121.28,-73.5876394734834,45.4739844363053
231,Georges-Vanier,Saint-Antoine,Sud-Ouest,298792.15,5038772.28,-73.5768604653628,45.4888486627377
232,Georges-Vanier,Saint-Jacques,Sud-Ouest,298997.82,5038568.68,-73.5742268551548,45.4870183191334
233,Greene,Saint-Jacques,Sud-Ouest,298435.19,5038087.88,-73.5814182992007,45.4826869605604
234,Greene,Saint-Antoine,Sud-Ouest,298296.43,5038213.3,-73.5831949687164,45.48381426747
235,Guy,Notre-Dame,Sud-Ouest,299548.1,5038910.49,-73.5671908261433,45.4900984357876
236,Guy,Ottawa/William,Sud-Ouest,299706.65,5038803.66,-73.5651612901772,45.489138306962
237,Guy,Saint-Antoine,Sud-Ouest,299150.25,5039181.48,-73.5722838841284,45.4925338161506
238,Lenoir,Saint-Antoine,Sud-Ouest,297637.18,5037373.04,-73.5916159616299,45.4762467721848
239,Lenoir,Saint-Jacques,Sud-Ouest,297713.07,5037317.57,-73.5906444924896,45.4757484019009
240,Montagne,Notre-Dame,Ville-Marie,299737.44,5039225.49,-73.5647717322119,45.4929343444035
241,Montagne,Ottawa,Sud-Ouest,300039.19,5039127.24,-73.5609101121167,45.4920523713585
242,Montagne,William,Sud-Ouest,299873.2,5039151.36,-73.5630340397925,45.4922682616412
243,Notre-Dame,Rose-de-Lima,Sud-Ouest,298509.14,5037774.83,-73.5804683257171,45.4798706643012
244,Notre-Dame,Saint-Henri (pl),Sud-Ouest,298169.48,5037499.04,-73.5848092935756,45.4773858360606
245,Notre-Dame,Sainte-Marguerite,Sud-Ouest,298044.47,5037273.96,-73.5864051674598,45.4753592638403
246,Notre-Dame,Saint-Rémi,Sud-Ouest,297698.65,5036739.13,-73.5908205687205,45.470543182585
247,Notre-Dame,Seigneurs,Sud-Ouest,299410.57,5038643.05,-73.5689473956594,45.4876908428538
248,Notre-Dame,Vinet,Sud-Ouest,298980.89,5038166.34,-73.5744386708168,45.4833977414686
249,Rose-de-Lima,Saint-Antoine,Sud-Ouest,298145.37,5038037.64,-73.5851249758404,45.4822321756627
250,Rose-de-Lima,Saint-Jacques,Sud-Ouest,298313.97,5037925.04,-73.5829667864132,45.481220536522
251,Saint-Ambroise,Saint-Rémi,Sud-Ouest,297866.18,5036619.28,-73.5886763058929,45.4694663991679
252,Saint-Antoine,Saint-Ferdinand,Sud-Ouest,297815.78,5037590.04,-73.5893346687795,45.4782012473569
253,Saint-Antoine,Sainte-Marguerite,Sud-Ouest,297731.52,5037487.32,-73.5904109530001,45.4772760776742
254,Saint-Ferdinand,Saint-Jacques,Sud-Ouest,297989.62,5037474,-73.5871094872399,45.4771587834027
255,Sainte-Marguerite,Saint-Jacques,Sud-Ouest,297840.68,5037394.64,-73.5890134065889,45.4764431968976
256,Saint-Jacques,Saint-Rémi,Côte-des-Neiges - Notre-Dame-de-Grâce,297206.26,5037096.74,-73.5971233599246,45.4737559436755
257,Saint-Jacques,Seigneurs,Sud-Ouest,299164.67,5038806.67,-73.5720950891997,45.4891612265443
258,Saint-Jacques,Vinet,Sud-Ouest,298786.69,5038389.65,-73.5769256303391,45.48540553982
259,Seigneurs,William,Sud-Ouest,299534.37,5038560.55,-73.5673627289223,45.4869494157873
260,Bridge,Mill,Sud-Ouest,300711.59,5038547.77,-73.5523025606071,45.4868423039233
261,Bridge,Saint-Patrick,Sud-Ouest,300143.76,5038623.9,-73.5595674630471,45.48752379892
262,Bridge,Wellington,Sud-Ouest,300318.94,5038601.69,-73.5573261767866,45.4873250900108
263,Centre,Wellington,Sud-Ouest,300293.3,5038406.43,-73.5576523966603,45.4855678871986
264,Charlevoix,Saint-Patrick,Sud-Ouest,299193.91,5037763.07,-73.5717090950624,45.4797706769062
265,Saint-Patrick,Seigneurs,Sud-Ouest,299722.73,5038261.86,-73.5649499693075,45.4842630637419
266,Cedar,Côte-des-Neiges,Ville-Marie,297625.03,5039457.5,-73.5918018268537,45.4950035487096
267,Cedar,Côte-des-Neiges (diag. s-o),Ville-Marie,297630.06,5039428,-73.5917370384271,45.4947381466795
268,Louis-Hippolyte-La Fontaine,Perras,Rivières-des-Prairies - Pointe-aux-Trembles,296124.8,5054450.5,-73.6112628189915,45.629898311417
269,Côte-des-Neiges,Docteur-Penfield (int. n-o),Ville-Marie,297795.69,5039464.5,-73.5896183803182,45.4950682716829
270,Côte-des-Neiges,Docteur-Penfield (int. n-e),Ville-Marie,297783.62,5039486.5,-73.5897731272799,45.4952661159163
271,Côte-des-Neiges,Docteur-Penfield (int. sud),Ville-Marie,298026.53,5039609.5,-73.5866668456129,45.4963753232419
272,Côte-des-Neiges,Gage/Hill Park Circle,Ville-Marie,297078.72,5039509.58,-73.598792526882,45.495466355586
273,Côte-des-Neiges,Summerhill,Ville-Marie,298216.35,5039611.12,-73.5842381148068,45.4963917175797
274,Côte-des-Neiges,The Boulevard,Ville-Marie,297288.22,5039498.19,-73.5961118378182,45.4953661502755
275,McDougall,The Boulevard,Ville-Marie,297262.29,5039447.86,-73.5964428338458,45.4949129796661
276,Docteur-Penfield,Montagne,Ville-Marie,298392.82,5040148.59,-73.5819871937585,45.5012297453089
277,Henri-Julien,Mozart,Rosemont - Petite-Patrie,295951.54,5044030.12,-73.6132961833847,45.5361305653195
278,Docteur-Penfield,Simpson / McGregor,Ville-Marie,298187.86,5039878.27,-73.5846062452984,45.4987953785001
279,Peel,Pins,Ville-Marie,298396.43,5040517.56,-73.5819458162971,45.5045499259547
280,Pins,Redpath Crescent,Ville-Marie,298264.5,5040307,-73.583631303527,45.5026539950831
281,Pins,University,Plateau Mont-Royal,298539.69,5040923.74,-73.580117719508,45.5082062030615
282,Dickson,800 sortie Camco,Mercier - Hochelaga - Maisonneuve,302862.16,5047273.5,-73.5248250814509,45.5653691347982
283,Atwater,René-Lévesque,Ville-Marie,298301.68,5038690.34,-73.5831341235838,45.4881069359006
284,Atwater,Sainte-Catherine,Ville-Marie,298196.06,5038825.55,-73.5844871558298,45.4893226240183
285,Atwater,Sherbrooke,Ville-Marie,297923.9,5039043.64,-73.5879720713201,45.4912824654189
286,Atwater,Maisonneuve,Ville-Marie,298095.46,5038908.55,-73.5857753087761,45.4900685354832
287,Atwater,Tupper,Ville-Marie,298250.44,5038758.61,-73.5837905558268,45.4887207807002
288,Aylmer,Maisonneuve,Ville-Marie,299277.93,5040589.07,-73.570666167297,45.5052009382692
289,Aylmer,Président-Kennedy,Ville-Marie,299220.23,5040629.07,-73.5714050111529,45.50556041588
290,Aylmer,Sainte-Catherine,Ville-Marie,299429.33,5040487.56,-73.5687275849221,45.5042886906811
291,Aylmer,Sherbrooke,Plateau Mont-Royal,299128.08,5040697.57,-73.5725850573873,45.5061760643218
292,Bishop,Maisonneuve,Ville-Marie,298697.56,5039722.85,-73.5780824054666,45.4974014868999
293,Bishop,Sainte-Catherine,Ville-Marie,298834.27,5039628.07,-73.576332012523,45.4965497978307
294,Bishop,Sherbrooke,Ville-Marie,298546.64,5039825.92,-73.5800147802589,45.4983276187437
295,Bleury,Maisonneuve,Ville-Marie,299420.78,5040810.5,-73.5688405396484,45.5071945743875
296,Bleury,Président-Kennedy,Ville-Marie,299370.02,5040843.99,-73.5694905108024,45.5074955380437
297,Bleury,Sainte-Catherine,Ville-Marie,299568.73,5040710.57,-73.5669460857238,45.5062964877948
298,Bleury,Parc/Sherbrooke,Ville-Marie,299230.33,5040940.57,-73.5712792978664,45.5083635035215
299,Cathcart,University,Ville-Marie,299409.79,5040319.67,-73.5689757900348,45.5027777947348
300,Chomedey,Sherbrooke,Ville-Marie,298096.74,5039205.26,-73.5857629850705,45.4927384744886
301,Lambert-Closse,Maisonneuve,Ville-Marie,298166.96,5038997.55,-73.5848617689253,45.490870079885
302,Lambert-Closse,Sainte-Catherine,Ville-Marie,298266.06,5038914.05,-73.5835927935024,45.4901196449653
303,Côte-des-Neiges,Guy/Sherbrooke,Ville-Marie,298412.45,5039630.04,-73.5817292548743,45.4965637906625
304,Crescent,Maisonneuve,Ville-Marie,298744.66,5039795.28,-73.5774806423613,45.4980536535727
305,Crescent,Sainte-Catherine,Ville-Marie,298883.05,5039699.05,-73.5757087248047,45.4971889219104
306,Drummond,Maisonneuve,Ville-Marie,298848.79,5039959.61,-73.5761502492729,45.4995332613778
307,Drummond,Sainte-Catherine,Ville-Marie,298995.15,5039859.58,-73.5742762801068,45.498634381644
308,Drummond,Sherbrooke,Ville-Marie,298706.04,5040059.56,-73.5779780836777,45.500431421856
309,Durocher,Milton,Plateau Mont-Royal,298961.13,5040924.57,-73.5747242613751,45.5082173271986
310,Durocher,Prince-Arthur,Plateau Mont-Royal,298795.07,5041035.64,-73.5768508100136,45.5092153709932
311,Durocher,Sherbrooke,Plateau Mont-Royal,299165.53,5040786.57,-73.5721068227084,45.5069772270069
312,Fort du,Maisonneuve,Ville-Marie,298327.76,5039193.55,-73.5828071130437,45.4926352836761
313,Fort du,Sainte-Catherine,Ville-Marie,298426.96,5039110.05,-73.5815368457997,45.4918848270861
314,Fort du,Tupper,Ville-Marie,298503.74,5039047.84,-73.5805537233777,45.4913257311227
315,City Councillors,Président-Kennedy,Ville-Marie,299256.23,5040681.07,-73.5709449027882,45.5060286207161
316,Guy,Maisonneuve,Ville-Marie,298591.7,5039538.79,-73.5794345834144,45.4957443016315
317,Guy,Sainte-Catherine,Ville-Marie,298716.67,5039459.58,-73.5778346242297,45.495032636391
318,Hutchison,Milton,Plateau Mont-Royal,299002.42,5040994.57,-73.5741966712527,45.5088475606208
319,Dickson,Hochelaga,Mercier - Hochelaga - Maisonneuve,301827.81,5047774.78,-73.5380788712703,45.569876167641
320,Hutchison,Sherbrooke,Plateau Mont-Royal,299198.43,5040863.07,-73.571686660854,45.5076658708606
321,Beauséjour,Gouin,Ahuntsic - Cartierville,286478.9,5042815.05,-73.734538196481,45.5250123063992
322,Jeanne-Mance,Milton,Plateau Mont-Royal,299095.12,5041146.07,-73.5730120722688,45.510211584557
323,Jeanne-Mance,Président-Kennedy,Ville-Marie,299430.99,5040941.92,-73.5687113160939,45.5083772249217
324,Jeanne-Mance,Prince-Arthur,Plateau Mont-Royal,298938.12,5041248.57,-73.5750226099319,45.5111326196888
325,Jeanne-Mance,Sainte-Catherine,Ville-Marie,299628.43,5040808.07,-73.5661831160627,45.5071742787806
326,Jeanne-Mance,Sherbrooke,Plateau Mont-Royal,299268.56,5041048.34,-73.5707912555099,45.5093335668634
327,Léo-Pariseau,Parc,Plateau Mont-Royal,298772.39,5041247.84,-73.5771436757584,45.5111246381241
328,Mackay,Maisonneuve,Ville-Marie,298642.56,5039642.67,-73.5787851388549,45.4966795094738
329,Mackay,Sainte-Catherine,Ville-Marie,298778.45,5039548.05,-73.5770452515025,45.4958292637305
330,Maisonneuve,McGill College,Ville-Marie,299108.54,5040320.45,-73.5728307398553,45.5027824207401
331,Maisonneuve,Mansfield,Ville-Marie,299064.04,5040255.56,-73.5733994246664,45.5021981485419
332,Maisonneuve,Metcalfe,Ville-Marie,299016.65,5040187.86,-73.5740050456648,45.5015885639333
333,Maisonneuve,Montagne,Ville-Marie,298790.62,5039874.63,-73.5768935370619,45.49876807632
334,Maisonneuve,Peel,Ville-Marie,298963.32,5040110.41,-73.5746865462877,45.500891191733
335,Maisonneuve,Saint-Laurent,Ville-Marie,299695.43,5041187.3,-73.5653296322979,45.510587241321
336,Maisonneuve,Saint-Marc,Ville-Marie,298414.04,5039297.87,-73.5817045882312,45.4935747954916
337,Maisonneuve,Saint-Mathieu,Ville-Marie,298505.55,5039407.55,-73.5805351796998,45.4945625753431
338,Maisonneuve,Saint-Urbain,Ville-Marie,299551.03,5041101.87,-73.5671767858129,45.5098174350526
339,Maisonneuve,Stanley,Ville-Marie,298903.94,5040035.56,-73.5754454765161,45.5002171601983
340,Maisonneuve,Union,Ville-Marie,299245.43,5040529.06,-73.5710813912863,45.5046606850198
341,Maisonneuve,University,Ville-Marie,299207.25,5040459.7,-73.5715691864858,45.5040362494561
342,Mansfield,Sainte-Catherine,Ville-Marie,299204.14,5040161.19,-73.5716055792128,45.5013501050345
343,Mansfield,Sherbrooke,Ville-Marie,298915.74,5040361.06,-73.5752983891324,45.5031462470396
344,McGill College,Sainte-Catherine,Ville-Marie,299247.32,5040224,-73.5710537519265,45.5019156411659
345,McGill College,Sherbrooke,Ville-Marie,298960.62,5040422.16,-73.5747248065798,45.5036964277513
346,Metcalfe,Sainte-Catherine,Ville-Marie,299157,5040090.61,-73.5722079783681,45.5007146163923
347,McTavish,Metcalfe/Sherbrooke,Ville-Marie,298881.04,5040309.56,-73.5757418085729,45.5026825347121
348,Milton,Parc,Plateau Mont-Royal,299043.12,5041066.07,-73.5736766377911,45.5094912842928
349,Milton,Saint-Urbain,Plateau Mont-Royal,299220.02,5041309.57,-73.5714154416701,45.511683835219
350,Milton,University,Plateau Mont-Royal,298826.65,5040722.71,-73.5764428394782,45.5063997682709
351,Montagne,Sainte-Catherine,Ville-Marie,298936.75,5039776.56,-73.5750225478391,45.4978868436417
352,Montagne,Sherbrooke,Ville-Marie,298647.98,5039975.08,-73.5787199572278,45.4996707252176
353,Ontario / Président-Kennedy,Saint-Urbain,Ville-Marie,299530.71,5041111.4,-73.5674369452094,45.5099030367015
354,Ontario,Saint-Laurent,Ville-Marie,299583.02,5041262.57,-73.5667690849794,45.5112637199358
355,Parc,Prince-Arthur,Plateau Mont-Royal,298885.5,5041170.25,-73.5756951157738,45.5104274199264
356,Peel,Sainte-Catherine,Ville-Marie,299101.34,5040012.56,-73.57291929804,45.5000118367142
357,Peel,Sherbrooke,Ville-Marie,298815.74,5040216.56,-73.5765762829787,45.5018451242184
358,Président-Kennedy,Union,Ville-Marie,299182.03,5040572.56,-73.5718932136526,45.5050516085673
359,Président-Kennedy,University,Ville-Marie,299138.83,5040507.56,-73.5724452937891,45.504466361975
360,Saint-Alexandre,Sainte-Catherine,Ville-Marie,299506.23,5040608.07,-73.5677448095465,45.5053736782454
361,Sainte-Catherine,Saint-Laurent,Ville-Marie,299813.12,5041107.57,-73.5638225947557,45.509870649317
362,Sainte-Catherine,Saint-Marc,Ville-Marie,298513.56,5039213.55,-73.5804302098193,45.4928169509336
363,Sainte-Catherine,Saint-Mathieu,Ville-Marie,298605.25,5039325.05,-73.5792585146298,45.4938210966269
364,Sainte-Catherine,Saint-Urbain,Ville-Marie,299735.68,5040981.17,-73.5648123736899,45.5087326916826
365,Sainte-Catherine,Stanley,Ville-Marie,299048.4,5039935.57,-73.5735958081475,45.4993186132941
366,Sainte-Catherine,Union,Ville-Marie,299390.28,5040430.33,-73.5692266698404,45.5037734092343
367,Sainte-Catherine,University,Ville-Marie,299344.84,5040364.06,-73.569807415354,45.5031767298779
368,Saint-Laurent,Sherbrooke,Plateau Mont-Royal,299374.82,5041400.07,-73.569435234856,45.5124994126944
369,Saint-Marc,Sherbrooke,Ville-Marie,298275.05,5039413.05,-73.5834844127102,45.4946099494293
370,Saint-Mathieu,Sherbrooke,Ville-Marie,298353.53,5039536.88,-73.5824819167563,45.4957249548773
371,Saint-Urbain,Sherbrooke,Plateau Mont-Royal,299327.19,5041245.92,-73.570043115728,45.5111119356758
372,Sherbrooke,Simpson,Ville-Marie,298460.18,5039702.14,-73.5811194775497,45.4972130128504
373,Sherbrooke,Stanley,Ville-Marie,298760.64,5040136.06,-73.5772803665024,45.5011202762113
374,Sherbrooke,University,Plateau Mont-Royal,299057.68,5040563.95,-73.5734844196396,45.5049731195751
375,Jeanne-Mance,Léo-Pariseau,Plateau Mont-Royal,298819.95,5041327.34,-73.5765359546984,45.5118404210718
376,Beaver Hall,La Gauchetière,Ville-Marie,299783.67,5040258.47,-73.5641908141609,45.5022298798268
377,Beaver Hall,Viger,Ville-Marie,299865.55,5040226.04,-73.5631427218345,45.5019386448372
378,Belmont,University,Ville-Marie,299634.49,5040147.5,-73.566098606892,45.5012302357857
379,Cathédrale,La Gauchetière,Ville-Marie,299539.95,5039804.78,-73.5673046791074,45.4981455876656
380,Cathédrale,Saint-Antoine,Ville-Marie,299640.59,5039735.51,-73.5660162180438,45.4975230177192
381,Cathédrale,Saint-Jacques,Ville-Marie,299744.1,5039665.26,-73.5646910531777,45.4968916354927
382,Duke,Wellington,Ville-Marie,300450.15,5039596.56,-73.5556564255859,45.496278201841
383,Inspecteur,Notre-Dame,Sud-Ouest,299951.48,5039689.19,-73.5620378307948,45.4971084399202
384,La Gauchetière,Mansfield,Ville-Marie,299588.69,5039897.01,-73.5666820091491,45.4989758787313
385,La Gauchetière,Peel,Ville-Marie,299437.89,5039763.59,-73.5686101311321,45.4977741653559
386,La Gauchetière,University,Ville-Marie,299700.88,5040099.78,-73.5652485754922,45.5008013192364
387,Lucien-L'Allier,Saint-Antoine,Ville-Marie,299320.34,5039375.93,-73.5701098958009,45.4942849188928
388,Mansfield,Saint-Antoine,Ville-Marie,299708.95,5039812.56,-73.5651423311011,45.498216849103
389,Mansfield,Saint-Jacques,Ville-Marie,299802.63,5039748.95,-73.563943005229,45.4976451360783
390,McGill,Notre-Dame,Ville-Marie,300145.21,5040121.58,-73.5595631183317,45.5010005911338
391,Saint-Antoine,Square Victoria Est,Ville-Marie,299983.72,5040202.5,-73.561630352383,45.5017276477135
392,Saint-Jacques,Square Victoria Est,Ville-Marie,300083.41,5040151.29,-73.5603542019794,45.5012675193567
393,McGill,Saint-Maurice,Ville-Marie,300239.88,5040075.5,-73.5583512846799,45.5005865687557
394,McGill,Saint-Paul,Ville-Marie,300332.44,5040030.56,-73.5571664785065,45.500182778185
395,McGill,Wellington,Ville-Marie,300510.13,5039943.97,-73.5548920178922,45.4994047192623
396,Montagne,Saint-Antoine,Ville-Marie,299397.05,5039462.84,-73.5691293818642,45.4950675712171
397,Montagne,Saint-Jacques,Ville-Marie,299540.21,5039363.43,-73.5672966216258,45.4941741303695
398,Nazareth,Wellington,Sud-Ouest,300442.43,5039522.5,-73.5557545454582,45.4956117294105
399,Notre-Dame,Peel,Ville-Marie,299877.17,5039501.3,-73.5629867573484,45.4954172035304
400,Notre-Dame,University,Ville-Marie,300002.66,5039823.5,-73.5613842854887,45.498317373298
401,Ottawa,Peel,Sud-Ouest,300157.55,5039346.56,-73.5593978819812,45.4940267069161
402,Peel,Saint-Antoine,Ville-Marie,299579.11,5039666.01,-73.5668021333059,45.4968971692678
403,Peel,Saint-Jacques,Ville-Marie,299691.05,5039588.06,-73.5653690322481,45.4961965699106
404,Peel,Wellington,Sud-Ouest,300311.16,5039266.06,-73.5574317817306,45.4933033375005
405,Peel,William,Sud-Ouest,300004.65,5039428.56,-73.5613549629905,45.4947635449104
406,Saint-Antoine,University,Ville-Marie,299840.57,5039968.49,-73.5634597697364,45.4996209224871
407,Saint-Jacques,University,Ville-Marie,299907.42,5039905.83,-73.5626037475904,45.4990575528221
408,Gouin,9165 Ouest,Ahuntsic - Cartierville,285550.72,5041728,-73.7463775215891,45.5152056689504
409,University,Viger,Ville-Marie,299763.44,5040047.41,-73.5644475177145,45.5003305259888
410,Beaver Hall,René-Lévesque,Ville-Marie,299611.22,5040350.17,-73.5663985166401,45.5030537740207
411,Bleury,René-Lévesque,Ville-Marie,299744.41,5040592.29,-73.5646966398723,45.5052334501189
412,Cathédrale,Metcalfe/René-Lévesque,Ville-Marie,299352.9,5039943.78,-73.5696996084526,45.4993949342274
413,Crescent,Lucien-L'Allier/René-Lévesque,Ville-Marie,299087.3,5039546.42,-73.5730935247601,45.4958171932474
414,Drummond,René-Lévesque,Ville-Marie,299202.29,5039717.1,-73.5716241854097,45.4973539778342
